ZipCode,lat,long,st,et,airport,arrival/departure time,direction
KT152NZ,51.380253,-0.482921,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV82AU,52.340178,-1.561273,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BS110AF,51.500396,-2.658988,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LE174PS,52.455314,-1.206738,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EN65PL,51.694695,-0.173952,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK168RG,52.088467,-0.746661,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DA51AU,51.442956,0.14574,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH148HT,50.705752,-1.942926,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CM132TH,51.615551,0.333688,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME65SG,51.33752,0.440202,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BS311QS,51.408329,-2.48372,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SW40EN,51.468584,-0.141656,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN207HD,50.761364,0.274945,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU84QF,51.11364,-0.631717,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SW40EU,51.467521,-0.142693,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NW41NW,51.597276,-0.212773,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
HP178SG,51.786829,-0.83653,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DT95BH,50.968275,-2.472596,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL560XG,51.92964,-1.67324,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BS165QS,51.482737,-2.494272,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SL50NA,51.402705,-0.630157,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BA213JT,50.946568,-2.651491,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BS94JF,51.481688,-2.611843,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN133BA,51.279389,0.188943,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME173LS,51.226402,0.591277,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LU28DA,54.0,-2.0,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TW62GA,51.473271,-0.487799,16:25,15:25,LGW Hotel,16:25,In
SO208JE,51.144996,-1.595221,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU151BD,51.327848,-0.702474,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT112QL,51.333258,-0.377538,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BT57EQ,54.0,-2.0,11:15,10:15,Belfast Airport,11:15,In
KT138EY,51.37626,-0.456686,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN39DW,51.094886,0.267896,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TW152HE,51.436424,-0.452284,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU73QG,51.200956,-0.613159,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
HP189JD,51.763196,-1.06042,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SM54PY,51.348737,-0.161027,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO381NX,50.602091,-1.183867,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK35JB,51.991111,-0.757726,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN132EH,51.286481,0.161544,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU213BH,51.319227,-0.583867,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
OX97EZ,51.696112,-1.026347,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BA27AS,51.374708,-2.328188,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TW77NL,51.457488,-0.354182,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH137HX,50.704047,-1.919661,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LU11UF,51.883039,-0.452435,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO381NX,50.602091,-1.183867,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
HP52TB,51.723411,-0.641243,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN163NY,50.810703,-0.514059,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO360JT,50.645865,-1.204269,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
S104LL,53.374091,-1.546319,09:00,10:00,Manchester Airport,12:00,Out
M217UD,53.437113,-2.26736,08:15,09:15,Manchester Airport,11:15,Out
BN150PB,50.840402,-0.327434,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NW61JS,51.553471,-0.191484,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG456UP,51.376365,-0.81125,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO360JX,50.653065,-1.210301,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT92HF,51.362285,-0.300123,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT92AP,51.361721,-0.294096,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH229SA,50.811666,-1.889416,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG237AX,51.245986,-1.173723,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SN127HH,51.380409,-2.12376,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT67QG,51.381609,-0.290139,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
N52HE,51.555468,-0.093801,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SL62HH,51.492184,-0.710693,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
AL14EP,51.761057,-0.323428,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN125BN,51.21394,0.383843,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LL552US,53.13304,-4.268512,15:15,16:15,London Heathrow Airport,18:15,Out
KT151ET,51.360773,-0.514316,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN124PJ,50.814853,-0.411875,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT92LG,51.357353,-0.30233,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG247BY,51.273801,-1.046165,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU229PN,51.301954,-0.561187,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
AB355YL,57.006207,-3.401811,11:35,10:35,Aberdeen Airport,11:35,In
LU40YP,51.904072,-0.482964,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT211JR,51.3174,-0.292497,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH119QE,50.767172,-1.926587,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU514JF,51.281719,-0.844193,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT92PU,51.361562,-0.311052,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT92NR,51.340707,-0.319701,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT91PS,51.370005,-0.311,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU146QN,51.286141,-0.744375,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME139AH,51.298012,0.947142,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME139AH,51.298012,0.947142,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG92HU,51.541485,-0.902367,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
AL34JU,51.743898,-0.359597,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
UB82ND,51.539877,-0.478728,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN435NJ,50.841953,-0.28248,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SP20AZ,51.083285,-1.858904,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT112ND,51.330642,-0.408406,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU113JJ,51.244914,-0.771917,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SL45PT,51.483318,-0.643816,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN131EX,50.824425,-0.396968,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO168AA,50.952931,-1.465975,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO49ER,50.789529,-1.061803,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN180PB,50.844805,-0.623246,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG92HS,51.542069,-0.903319,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN176NP,50.80887,-0.519809,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH119SQ,50.770908,-1.932453,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
OX143BL,51.684129,-1.245735,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU248AL,51.344171,-0.598735,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG67NU,51.436278,-0.926614,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SL30AT,51.470004,-0.511448,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG92DP,51.539315,-0.907884,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU146AB,51.278227,-0.751903,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO418FZ,50.753439,-1.55842,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN114DZ,50.815635,-0.377835,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NW98ES,51.568393,-0.264959,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH256SW,50.754337,-1.660198,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG401TF,51.419156,-0.829684,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU214BD,51.329918,-0.569026,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
W53EA,51.522063,-0.287579,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO167UF,50.864599,-1.187078,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH11RH,50.729642,-1.870977,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TW12TW,51.454277,-0.305517,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH13PJ,50.723596,-1.85303,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH148UH,50.722976,-1.949818,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH188NW,50.753166,-1.984802,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH13EY,50.721318,-1.858024,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NR204RN,52.708108,0.981265,12:25,11:25,London Heathrow Airport,12:25,In
GU511BG,51.290755,-0.862394,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SP61LQ,50.933963,-1.794708,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SP13EP,51.081009,-1.786476,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO211JY,50.989691,-1.286968,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU359QW,51.106993,-0.881037,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN111AH,50.814395,-0.369531,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PL36DJ,50.385916,-4.096967,15:15,16:15,London Heathrow Airport,18:15,Out
HU128PE,53.736306,-0.194471,15:15,16:15,London Heathrow Airport,18:15,Out
SP13PA,51.084969,-1.798636,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO185BU,50.917307,-1.348408,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO413NX,50.754808,-1.547449,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
L238UA,53.50031,-3.04395,15:05,16:05,London Heathrow Airport,18:05,Out
PO76NF,50.904447,-1.06925,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO418JL,50.756021,-1.549323,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LS236BA,53.901713,-1.334376,15:05,16:05,London Heathrow Airport,18:05,Out
SO322JF,50.913181,-1.199247,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG278TS,51.309639,-0.909702,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO418EY,50.748925,-1.553941,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LA220PQ,54.374134,-2.999457,12:55,11:55,Manchester Airport,12:55,In
SO237HG,51.075726,-1.307101,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH232QY,50.753856,-1.80369,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO143GQ,50.896391,-1.388259,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO175EP,50.870575,-1.202067,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO143LU,50.814242,-1.22459,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH257NF,50.737169,-1.666288,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NR347RF,52.450351,1.599449,15:05,16:05,London Heathrow Airport,18:05,Out
SO316SX,50.862698,-1.271274,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SA66BN,51.670802,-3.953048,15:05,16:05,London Heathrow Airport,18:05,Out
SO213LP,51.152108,-1.325773,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WA156NT,53.395379,-2.3251,15:05,16:05,London Heathrow Airport,18:05,Out
EX30ED,50.685731,-3.466913,15:15,16:15,London Heathrow Airport,18:15,Out
SO303EG,50.930454,-1.326068,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KA106UW,55.56565,-4.639848,11:10,12:10,Glasgow International Airport Terminal M,14:10,Out
EX27HF,50.716657,-3.463558,15:05,16:05,London Heathrow Airport,18:05,Out
DT63AG,50.738461,-2.756783,15:05,16:05,London Heathrow Airport,18:05,Out
NR22TH,52.623809,1.285677,15:15,16:15,London Heathrow Airport,18:15,Out
KY11SJ,56.093982,-3.162224,09:00,08:00,Southampton City Cruise Terminal,09:00,In
CF717DP,51.449981,-3.414357,15:05,16:05,London Heathrow Airport,18:05,Out
WS149JG,52.675596,-1.797744,15:05,16:05,London Heathrow Airport,18:05,Out
TA78EY,51.164578,-2.936409,15:05,16:05,London Heathrow Airport,18:05,Out
NP108NA,51.57652,-3.0434,15:15,16:15,London Heathrow Airport,18:15,Out
WV112AT,52.643184,-2.057366,15:15,16:15,London Heathrow Airport,18:15,Out
BN236AZ,50.787476,0.322282,15:05,16:05,London Heathrow Airport,18:05,Out
BN212RP,50.780247,0.267335,15:05,16:05,London Heathrow Airport,18:05,Out
SN118JL,51.426772,-1.986654,15:15,16:15,London Heathrow Airport,18:15,Out
MK430QN,52.063807,-0.548518,15:15,16:15,London Heathrow Airport,18:15,Out
HP30LD,51.716796,-0.536594,15:50,14:50,London Heathrow Airport,15:50,In
CM235BG,51.874828,0.178983,15:50,14:50,London Heathrow Airport,15:50,In
RG142LU,51.411605,-1.306345,15:50,14:50,London Heathrow Airport,15:50,In
MK430PG,52.061818,-0.547664,15:15,16:15,London Heathrow Airport,18:15,Out
WA130DW,53.379215,-2.489237,15:50,14:50,London Heathrow Airport,15:50,In
BR13JS,51.411047,0.022459,15:50,14:50,London Heathrow Airport,15:50,In
LE125NQ,52.815315,-1.24478,15:50,14:50,London Heathrow Airport,15:50,In
PE318UL,52.944374,0.722533,15:50,14:50,London Heathrow Airport,15:50,In
SN105DD,51.34572,-1.99377,15:50,14:50,London Heathrow Airport,15:50,In
OX30QF,51.784853,-1.243245,15:05,16:05,London Heathrow Airport,18:05,Out
CB248UW,52.283472,0.120848,15:50,14:50,London Heathrow Airport,15:50,In
NR103SZ,52.69537,1.239701,15:50,14:50,London Heathrow Airport,15:50,In
RH163UQ,50.99977,-0.094161,15:05,16:05,London Heathrow Airport,18:05,Out
LA128DX,54.258869,-3.077658,15:50,14:50,London Heathrow Airport,15:50,In
DE139LP,52.857741,-1.685277,15:50,14:50,London Heathrow Airport,15:50,In
BL15EW,53.584552,-2.481726,15:50,14:50,London Heathrow Airport,15:50,In
CM159HA,51.629037,0.296463,15:15,16:15,London Heathrow Airport,18:15,Out
RG47NL,51.482297,-0.989085,15:05,16:05,London Heathrow Airport,18:05,Out
LS255BU,53.778151,-1.244341,16:25,15:25,Leeds Bradford Airport,16:25,In
RG71QY,51.378343,-0.95853,15:05,16:05,London Heathrow Airport,18:05,Out
RG29FY,51.409569,-0.943155,15:15,16:15,London Heathrow Airport,18:15,Out
KT70PR,51.395165,-0.340477,15:15,16:15,London Heathrow Airport,18:15,Out
IV125QB,57.571577,-3.873177,17:05,16:05,Aberdeen Airport,17:05,In
EX109NN,50.702143,-3.23259,17:55,16:55,London Heathrow Airport,17:55,In
CO50DW,51.814751,0.750658,18:05,17:05,London Heathrow Airport,18:05,In
SW191XA,51.421203,-0.183708,18:25,17:25,London Gatwick Airport,18:25,In
BS149RQ,51.407612,-2.569546,18:25,17:25,London Gatwick Airport,18:25,In
DE554ES,53.056502,-1.368246,18:25,17:25,London Gatwick Airport,18:25,In
KT206DA,51.305556,-0.216998,18:25,17:25,London Gatwick Airport,18:25,In
KT172PP,51.352514,-0.245436,18:25,17:25,London Gatwick Airport,18:25,In
PO207QU,50.784855,-0.790376,19:20,18:20,London Heathrow Airport,19:20,In
W73HA,51.516662,-0.339769,19:20,18:20,London Heathrow Airport,19:20,In
DT94LP,51.000087,-2.524139,19:20,18:20,London Heathrow Airport,19:20,In
BS229AH,51.359685,-2.947117,06:10,07:10,London Heathrow Airport,09:10,Out
DY139RF,52.30649,-2.258052,02:30,03:30,Birmingham Airport,05:30,Out
IP224PB,52.377233,1.119803,04:50,05:50,London Heathrow Airport,07:50,Out
DE736TG,52.86972,-1.432374,05:10,04:10,London Gatwick Airport,05:10,In
WD37NU,51.64534,-0.490145,05:10,04:10,London Gatwick Airport,05:10,In
DE736RP,52.876004,-1.437997,05:10,04:10,London Gatwick Airport,05:10,In
S729BN,53.61211,-1.402087,05:10,04:10,London Gatwick Airport,05:10,In
GU90NT,51.231424,-0.788104,06:20,05:20,London Heathrow Airport,06:20,In
EX226UL,50.749403,-4.500841,06:25,05:25,London Heathrow Airport,06:25,In
CF104EB,51.471828,-3.16371,06:25,05:25,London Heathrow Airport,06:25,In
PL74BW,50.396043,-4.052612,06:25,05:25,London Heathrow Airport,06:25,In
PR35LG,53.802355,-2.701634,06:25,05:25,London Heathrow Airport,06:25,In
CV379QQ,52.189291,-1.721138,06:30,05:30,London Heathrow Airport,06:30,In
CV350AA,52.216492,-1.505409,06:25,05:25,London Heathrow Airport,06:25,In
SP34RH,51.203538,-1.916694,06:25,05:25,London Heathrow Airport,06:25,In
ME158GA,51.266462,0.556428,06:25,05:25,London Heathrow Airport,06:25,In
TN131AB,51.274459,0.181826,07:20,06:20,London Heathrow Airport,07:20,In
PO226EQ,50.795467,-0.615601,07:20,06:20,London Heathrow Airport,07:20,In
CB42NR,52.230392,0.133811,07:20,06:20,London Heathrow Airport,07:20,In
BL25QX,53.586208,-2.35833,07:20,06:20,London Heathrow Airport,07:20,In
BH241UW,50.845649,-1.771518,07:20,06:20,London Heathrow Airport,07:20,In
RM53TX,51.59729,0.173772,07:20,06:20,London Heathrow Airport,07:20,In
SO531LP,50.996746,-1.381054,08:20,09:20,Bournemouth Airport,11:20,Out
IV548YA,57.401526,-5.490589,11:25,12:25,Edinburgh Airport,14:25,Out
SM71BT,51.315585,-0.212405,10:35,09:35,London Heathrow Airport,10:35,In
CF356RH,51.528236,-3.49669,10:35,09:35,London Heathrow Airport,10:35,In
RM143TT,51.544694,0.360609,10:35,09:35,London Heathrow Airport,10:35,In
CV77PY,52.388875,-1.652365,10:35,09:35,London Heathrow Airport,10:35,In
TN325DT,50.985094,0.463933,10:35,09:35,London Heathrow Airport,10:35,In
PO61EW,50.849967,-1.041371,10:35,09:35,London Heathrow Airport,10:35,In
WD250EF,51.688957,-0.3994,10:35,09:35,London Heathrow Airport,10:35,In
EX48DA,50.734784,-3.49085,10:35,09:35,London Heathrow Airport,10:35,In
TN257DE,51.095639,0.937295,10:35,09:35,London Heathrow Airport,10:35,In
SG64JQ,51.987821,-0.233428,10:35,09:35,London Heathrow Airport,10:35,In
E112AU,51.581953,0.025625,10:35,09:35,London Heathrow Airport,10:35,In
DN345AG,53.556407,-0.099097,10:35,09:35,London Heathrow Airport,10:35,In
TQ27HG,50.482539,-3.563638,10:35,09:35,London Heathrow Airport,10:35,In
W130HG,51.521657,-0.323602,10:35,09:35,London Heathrow Airport,10:35,In
CV350AA,52.216492,-1.505409,10:35,09:35,London Heathrow Airport,10:35,In
EX141HW,50.799774,-3.178522,10:35,09:35,London Heathrow Airport,10:35,In
LE33GB,52.619161,-1.205617,10:35,09:35,London Heathrow Airport,10:35,In
WS111EH,52.685497,-2.040114,10:35,09:35,London Heathrow Airport,10:35,In
FY78BN,53.916144,-3.035521,10:35,09:35,London Heathrow Airport,10:35,In
LE33GB,52.619161,-1.205617,10:35,09:35,London Heathrow Airport,10:35,In
PE131LS,52.660761,0.146376,12:05,13:05,London Heathrow Airport,15:05,Out
LS225BJ,53.906867,-1.409185,15:05,16:05,London Heathrow Airport,18:05,Out
S715DY,53.54753,-1.418497,15:05,16:05,London Heathrow Airport,18:05,Out
TN110EX,51.229145,0.330856,12:05,13:05,London Heathrow Airport,15:05,Out
WS73UY,52.682514,-1.942158,13:55,12:55,Birmingham Airport,13:55,In
CF320SW,51.463938,-3.59107,15:05,16:05,London Heathrow Airport,18:05,Out
NG159FG,53.087752,-1.16074,15:05,16:05,London Heathrow Airport,18:05,Out
PE283YG,52.381209,-6.19E-4,15:05,16:05,London Heathrow Airport,18:05,Out
LE183QT,52.582451,-1.101801,15:05,16:05,London Heathrow Airport,18:05,Out
B277NX,52.435708,-1.83166,15:05,16:05,London Heathrow Airport,18:05,Out
LE85PE,52.552823,-1.159956,18:05,19:05,London Heathrow Airport,21:05,Out
EN52JL,51.651118,-0.204282,15:05,16:05,London Heathrow Airport,18:05,Out
RG225JU,51.24086,-1.142299,17:55,16:55,London Heathrow Airport,17:55,In
NP79DU,51.758071,-2.94555,17:55,16:55,London Heathrow Airport,17:55,In
DN57NY,53.514529,-1.191639,17:55,16:55,London Heathrow Airport,17:55,In
NR86TT,52.682462,1.21335,17:55,16:55,London Heathrow Airport,17:55,In
GU240NB,51.281496,-0.642541,17:55,16:55,London Heathrow Airport,17:55,In
PE36LL,52.569291,-0.278557,17:55,16:55,London Heathrow Airport,17:55,In
PR76PR,53.661568,-2.664819,17:55,16:55,London Heathrow Airport,17:55,In
KT82HX,51.400138,-0.361503,17:55,16:55,London Heathrow Airport,17:55,In
BN18ND,50.857202,-0.151001,17:55,16:55,London Heathrow Airport,17:55,In
S267XR,53.315203,-1.281461,17:55,16:55,London Heathrow Airport,17:55,In
CW98XQ,53.245278,-2.515489,17:55,16:55,London Heathrow Airport,17:55,In
DN163DF,53.56031,-0.62762,17:55,16:55,London Heathrow Airport,17:55,In
BB30RS,53.719999,-2.46724,17:55,16:55,London Heathrow Airport,17:55,In
IP294UN,52.191232,0.616609,17:55,16:55,London Heathrow Airport,17:55,In
AL52NR,51.794209,-0.363498,17:55,16:55,London Heathrow Airport,17:55,In
RM162AY,51.498653,0.328417,19:30,18:30,London Gatwick Airport,19:30,In
BR36LP,51.405404,-0.0237,19:30,18:30,London Gatwick Airport,19:30,In
SW156HQ,51.456973,-0.2311,19:30,18:30,London Gatwick Airport,19:30,In
RG46RT,51.484677,-0.957954,20:40,19:40,London Gatwick Airport,20:40,In
TS225LP,54.624661,-1.301376,02:00,03:00,London Heathrow Airport,05:00,Out
NP79SE,51.823109,-3.072014,02:00,03:00,London Heathrow Airport,05:00,Out
YO166FL,54.104481,-0.193829,00:50,01:50,Manchester Airport,03:50,Out
B170SP,52.454629,-1.962867,02:00,03:00,London Heathrow Airport,05:00,Out
ME104QT,51.328629,0.734697,02:00,03:00,London Heathrow Airport,05:00,Out
CV239RR,52.314552,-1.405929,05:10,06:10,London Heathrow Airport,08:10,Out
SS68JT,51.585089,0.614496,05:10,06:10,London Heathrow Airport,08:10,Out
NN297SP,52.26064,-0.671912,02:00,03:00,Birmingham Airport,05:00,Out
SG192NZ,52.130779,-0.215948,03:10,04:10,London Heathrow Airport,06:10,Out
TA67JS,51.124455,-3.031509,01:30,02:30,Bristol Airport,04:30,Out
CT187SP,51.1094,1.154809,01:50,02:50,London Gatwick Airport,04:50,Out
PL145JQ,50.498397,-4.448889,06:40,07:40,London Heathrow Airport,09:40,Out
RG224DJ,51.24605,-1.112473,01:50,02:50,London Gatwick Airport,04:50,Out
NW16BS,51.525151,-0.1618,02:10,03:10,London Luton Airport,05:10,Out
NW16BS,51.525151,-0.1618,02:10,03:10,London Luton Airport,05:10,Out
PE109DY,52.774072,-0.373319,04:30,05:30,London Gatwick Airport,07:30,Out
SG90LL,51.9291,0.087081,03:10,04:10,London Heathrow Airport,06:10,Out
WV95LJ,52.625904,-2.143058,02:00,03:00,Birmingham Airport,05:00,Out
EN13HZ,51.659221,-0.078809,03:10,04:10,London Heathrow Airport,06:10,Out
GU470TN,51.355515,-0.77995,03:10,04:10,London Heathrow Airport,06:10,Out
EX152QF,50.896389,-3.383908,06:30,07:30,London Gatwick Airport,09:30,Out
HG58JH,53.999543,-1.469566,06:40,07:40,London Heathrow Airport,09:40,Out
SG166JD,52.029451,-0.284384,03:40,04:40,London Gatwick Airport,06:40,Out
TA210HH,50.980889,-3.324834,06:30,07:30,London Gatwick Airport,09:30,Out
SY26LD,52.692992,-2.723422,06:30,07:30,London Gatwick Airport,09:30,Out
ML39UX,55.768189,-4.084014,01:55,02:55,Glasgow International Airport Terminal M,04:55,Out
G733AL,55.826815,-4.20442,04:55,05:55,Glasgow International Airport Terminal M,07:55,Out
LN69QW,53.181279,-0.598577,06:40,07:40,London Heathrow Airport,09:40,Out
PE227BD,53.005351,-0.049863,06:40,07:40,London Heathrow Airport,09:40,Out
S351WR,53.460154,-1.489798,06:40,07:40,London Heathrow Airport,09:40,Out
CO107SH,52.091414,0.668592,04:15,05:15,Ebsfleet Railway Station,07:15,Out
BT402LN,54.0,-2.0,02:40,03:40,Belfast Airport,05:40,Out
BT403DA,54.0,-2.0,02:40,03:40,Belfast Airport,05:40,Out
DA11PH,51.430376,0.21769,03:30,04:30,London Gatwick Airport,06:30,Out
BR67TQ,51.359294,0.077937,03:40,04:40,London Gatwick Airport,06:40,Out
IP28QQ,52.039729,1.143211,06:40,07:40,London Heathrow Airport,09:40,Out
GL516JW,51.886791,-2.120862,06:30,07:30,London Gatwick Airport,09:30,Out
BL17RZ,53.604362,-2.419628,04:00,05:00,Manchester Airport,07:00,Out
GL513NR,51.88165,-2.110024,06:30,07:30,London Gatwick Airport,09:30,Out
CV225HE,52.360311,-1.230935,06:30,07:30,London Gatwick Airport,09:30,Out
PE46QZ,52.62055,-0.263282,06:40,07:40,London Heathrow Airport,09:40,Out
PE150SA,52.499285,0.063868,06:40,07:40,London Heathrow Airport,09:40,Out
RH159RG,50.949972,-0.145486,04:30,05:30,London Gatwick Airport,07:30,Out
CM94FH,51.732636,0.677609,06:40,07:40,London Heathrow Airport,09:40,Out
CT67UW,51.355834,1.144009,06:20,05:20,London Heathrow Airport,06:20,In
NN28DS,52.274132,-0.913301,06:20,05:20,London Heathrow Airport,06:20,In
RG48SS,51.487112,-0.968945,06:20,05:20,London Heathrow Airport,06:20,In
BN162QL,50.804164,-0.517516,06:40,07:40,London Heathrow Airport,09:40,Out
NE49EP,54.981815,-1.653588,03:35,04:35,Newcastle Airport,06:35,Out
